id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
9350,tt0106582,1.041911,70000000,255000211,Cliffhanger,Sylvester Stallone|John Lithgow|Michael Rooker|Janine Turner|Rex Linn,,Renny Harlin,The height of adventure.,airplane|hijacking|climbing|heist|mountain climbing,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",112,Action|Adventure|Thriller,TriStar Pictures|Canal+|Carolco Pictures|RCS Video|Cliffhanger Productions,5/28/93,312,6.1,1993,105662897.318909,384915158.731332
22805,tt1220220,0.248559,0,0,Motherhood,Uma Thurman|Minnie Driver|Anthony Edwards|David Schallipp|Matthew Schallipp,,Katherine Dieckmann,,mother role|blog|woman director,"Motherhood is a comedy written and directed by Katherine Dieckmann, and stars Uma Thurman, Anthony Edwards and Minnie Driver. Shot on location in New Yorkâ€™s West Village, focuses on the dilemmas of motherhood, such as marriage, work, and self, shown in the trials and tribulations of one pivotal day.",90,Comedy|Drama,John Wells Productions,1/21/09,25,5.1,2009,0,0
29426,tt1134854,0.394989,4000000,143191,Survival of the Dead,Alan van Sprang|Kenneth Welsh|Kathleen Munroe|Devon Bostick|Richard Fitzpatrick,http://magnetreleasing.com/survivalofthedead/,George A. Romero,Death isn't what it used to be.,zombies,"On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state.",90,Horror|Science Fiction,Devonshire Productions|Artfire Films|New Romero|Sudden Storm Productions|Blank of the Dead Productions,9/9/09,35,4.6,2009,4065601.73649981,145539.394562786
48787,tt0110604,0.419114,0,0,Mute Witness,Marina Sudina|Fay Ripley|Evan Richards|Oleg Jankowski|Igor Volkov,,Anthony Waller,She Can't Speak. She Can't Scream. She Can't Beg For Mercy.,chase|police|murder|mute|disk,"Billy is mute, but it hasn't kept her from becoming a successful makeup artist. While in Russia, working on a film directed by her sister's boyfriend, Andy, Billy finds herself trapped in the studio one night and is horrified to see a snuff film being made. Billy escapes and, with the help of her sister, Kate, alerts authorities about what she saw. Unfortunately, in doing so, she makes an enemy of the Russian mafia, who funded the snuff film.",95,Thriller|Foreign,Comet Film Produktion GmbH|Avrora Media|Cobblestone Pictures,10/21/94,11,5.8,1994,0,0
188161,tt2557490,1.211609,0,0,A Million Ways to Die in the West,Seth MacFarlane|Charlize Theron|Liam Neeson|Amanda Seyfried|Neil Patrick Harris,,Seth MacFarlane,Bring protection.,gunslinger|farmer|wild west,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",116,Comedy|Western,Media Rights Capital|Fuzzy Door Productions|Bluegrass Films|RGB Media,5/22/14,1074,5.9,2014,0,0
10133,tt0284978,0.361703,7500000,0,Cypher,Jeremy Northam|Lucy Liu|Nigel Bennett|Timothy Webber|David Hewlett,http://www.miramax.com/cypher/,Vincenzo Natali,Never forget who you are,double life|undercover|lie|wife|company,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale.",95,Thriller|Science Fiction|Mystery,Miramax Films|Pandora Cinema,1/18/03,84,6.6,2003,8890144.83586896,0
287903,tt3850590,1.448002,15000000,61548707,Krampus,Adam Scott|Toni Collette|Allison Tolman|David Koechner|Emjay Anthony,http://www.krampusthefilm.com/,Michael Dougherty,You don't want to be on his list.,fire|winter|santa claus|snow storm|christmas tree,A horror comedy based on the ancient legend about a pagan creature who punishes children on Christmas.,98,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,11/26/15,342,5.9,2015,13799993.9280026,56624785.5250943
7233,tt0376108,0.738384,45000000,16809014,Rebound,Martin Lawrence|Wendy Raquel Robinson|Breckin Meyer|Horatio Sanz|Patrick Warburton,,Steve Carr,A comedy where old school ...meets middle school,trainer|college|training|sport|basketball,An acclaimed college hoops coach is demoted to a junior varsity team after a public meltdown.,103,Comedy|Family,Twentieth Century Fox Film Corporation|Robert Simonds Productions|Runteldat Entertainment,7/1/05,52,5.5,2005,50245348.0344522,18768327.9676884
11307,tt0084917,0.389549,0,0,The World According to Garp,Robin Williams|Mary Beth Hurt|Glenn Close|John Lithgow|Hume Cronyn,,George Roy Hill,Robin Williams is Garp. He's got a funny way of looking at life.,sex|based on novel|nudity|pregnancy and birth|paternity,"Based on the John Irving novel, this film chronicles the life of T S Garp, and his mother, Jenny. Whilst Garp sees himself as a ""serious"" writer, Jenny writes a feminist manifesto at an opportune time, and finds herself as a magnet for all manner of distressed women.",136,Drama|Comedy,Warner Bros.|Pan Arts,8/13/82,27,5.9,1982,0,0
127374,tt1930546,0.451287,0,0,Arthur Newman,Colin Firth|Emily Blunt|Anne Heche|David Andrews|Sterling Beaumon,http://arthur-newman.com/,Dante Ariola,"If you don't have a life, get someone else's.",identity|dream|past,"A story of a man who fakes his own death and assumes a new identity in order to escape his life, who then moves in with a woman who is also trying to leave her past behind.",101,Drama,Cross Creek Pictures|Vertebra Films,9/7/12,33,5.5,2012,0,0
34942,tt0423849,0.382469,0,0,Balto III: Wings of Change,Sean Astin|Jodi Benson|Keith Carradine|Bill Fagerbakke|Charles Fleischer,,Phil Weinstein,,,"Balto and the other sled dogs are feeling dejected because the mail that used to be delivered by dogsled is now being delivered by airplanes. But when a mail plane crashes in the mountains, the dogs come to the rescue.",76,Family|Adventure|Animation,Universal Cartoon Studios,4/14/04,35,7.1,2004,0,0
35583,tt0287535,0.18527,0,0,The Lost Battalion,Ricky Schroder|Phil McKee|Jamie Harris|Jay Rodan|Adam James,,Russell Mulcahy,"Caught between two lines of fire, the Germans gave them two options: surrender or die. They chose a third.",world war i|war|combat,"Fact-based war drama about an American battalion of over 500 men which gets trapped behind enemy lines in the Argonne Forest in October 1918 France during the closing weeks of World War I. Based on a true story, The Lost Battalion is set in 1918 during the final months of WWI. Assigned to capture an enemy stronghold in Charlvaux at the height of the Argonne campaign, the men of the AEF 308th Battalion, 77th Division, are led by young American major Charles Whittlesey, an inexperienced but dedicated ""citizen soldier."" Totally cut off from the other allied troops, unaware of their vulnerability, and barraged by ""friendly fire,"" the 500-plus men of the 308th bravely hold their position, suffering incredible losses and unspeakable deprivations in the process -- while the battalion's superior officers, far from the firing line, callously prepare to write off the men as expendable casualties.",92,History|Drama|War,,12/2/01,16,6,2001,0,0
86838,tt1931533,0.958518,15000000,19422261,Seven Psychopaths,Colin Farrell|Sam Rockwell|Christopher Walken|Woody Harrelson|Abbie Cornish,http://www.sevenpsychopaths.com/,Martin McDonagh,They Won't Take Any Shih Tzu.,suicide|alcohol|sex|screenwriter|underworld,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,110,Comedy|Crime|Thriller,Blueprint Pictures|CBS Films|British Film Institute (BFI)|Film4,9/7/12,773,6.6,2012,14246164.2202836,18446181.3156807
146223,tt2218003,1.06823,0,5750401,Closed Circuit,Eric Bana|Rebecca Hall|CiarÃ¡n Hinds|Jim Broadbent|Kenneth Cranham,http://www.focusfeatures.com/closed_circuit,John Crowley,They see your every move,terrorist|ex-lover|lawyer|bombing,"A terrorist attack in London results in the capture of suspect Farroukh Erdogan (Denis Moschitto). The attorney general appoints Claudia Simmons-Howe (Rebecca Hall) as special advocate on Erdogan's legal team. On the eve of the trial, Erdogan's lawyer dies, and a new defense attorney, Martin Rose (Eric Bana), steps in. Martin and Claudia are former lovers, a fact which must remain hidden. As Martin assembles his case, he uncovers a sinister conspiracy, placing him and Claudia in danger.",96,Mystery|Drama|Crime|Thriller,Focus Features|Working Title Films,8/28/13,113,5.7,2013,0,5382567.12763189
21873,tt0081207,0.210665,0,22482952,My Bodyguard,Chris Makepeace|Adam Baldwin|Matt Dillon|Martin Mull|Ruth Gordon,,Tony Bill,Terrorized in the Toilets? Chased after school? Shaken down for lunch money? GET A BODYGUARD,bully,"Clifford Peach (Chris Makepeace), an easygoing teenager, is finding less than easy to fit in at his new high school, where a tough-talking bully (Matt Dillon) terrorizes his classmates and extorts their lunch money. Refusing to pay up, Clifford enlist the aid of an overgrown misfit whose mere presence intimidates students and teachers alike. But their ""business relationship"" soon turns personal as Clifford and the troubled loner forge a winning alliance against their intimidators - and a very special friendship with each other. Ruth Gordon, Martin Mull, Joan Cusack and John Houseman round out ""a truly remarkable cast"" (Variety) in this delightful coming-of-age comedy and triumphant tribute to the underdog.",96,Drama|Family,20th Century Fox,7/11/80,14,5.9,1980,0,59490717.3061652
11521,tt0102316,0.213074,0,0,Little Man Tate,Jodie Foster|Dianne Wiest|Adam Hann-Byrd|Harry Connick Jr.|David Hyde Pierce,,Jodie Foster,It's not what he knows. It's what he understands.,single parent|waitress|jealousy|intelligence|intellectually gifted,"Dede is a sole parent trying to bring up her son Fred. When it is discovered that Fred is a genius, she is determined to ensure that Fred has all the opportunities that he needs, and that he is not taken advantage of by people who forget that his extremely powerful intellect is harboured in the body and emotions of a child.",99,Drama|Family,Orion Pictures,9/6/91,25,5.8,1991,0,0
10651,tt0094963,1.182453,20000000,0,The Dead Pool,Clint Eastwood|Patricia Clarkson|Liam Neeson|Evan C. Kim|Jim Carrey,,Buddy Van Horn,Dirty Harry Just Learned A New Game.,prison|detective|gun|fight|chinatown,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late...",91,Action|Crime|Thriller,Malpaso Productions|Warner Bros.,7/12/88,100,6.1,1988,36877820.4618061,0
709,tt0097742,2.176623,32000000,156167015,Licence to Kill,Timothy Dalton|Carey Lowell|Robert Davi|Talisa Soto|Anthony Zerbe,http://www.mgm.com/view/movie/1111/License-to-Kill/,John Glen,His bad side is a dangerous place to be.,corruption|florida|secret identity|liberation of prisoners|drug traffic,James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.,133,Adventure|Action|Thriller,Eon Productions,7/7/89,332,5.6,1989,56287518.0493842,274695427.360342
339148,tt3700804,0.255458,0,0,Already Tomorrow in Hong Kong,Jamie Chung|Bryan Greenberg|Richard Ng|Sarah Lian|Ines Laimins,,Emily Ting,,hong kong|expatriate|woman director,"An attraction forms when a Chinese American girl visiting Hong Kong for the first time meets an American expat who shows her the way, but timing may not quite be on their side.",78,Romance|Comedy,Unbound Feet Productions,6/12/15,23,5.4,2015,0,0
11115,tt0446676,0.093988,0,0,Deal,Burt Reynolds|Bret Harrison|Shannon Elizabeth|Maria Mason|Jennifer Tilly,http://www.dealthemovie.com/,Gil Cates Jr.,,competition|poker|callgirl|mentor|restart,"As an ex-gambler teaches a hot-shot college kid some things about playing cards, he finds himself pulled into the world series of poker, where his protÃ©gÃ© is his toughest competition.",85,Comedy|Drama,Andertainment Group|Crescent City Pictures|Tag Entertainment,1/29/08,10,5,2008,0,0
185267,tt1427298,0.291471,567000,0,The Human Race,Paul McCarthy-Boyington|Eddie McGee|Brianna Lauren Jackson|B. Anthony Cohen|Trista Robinson,,Paul Hough,Race Or Die...,,"One moment some 80 people are walking on a big city street. Suddenly a blinding light appears that transports them to a very peculiar racing course. A voice sounds in everybodyâ€™s head : â€œThe school, the house and the prison are safe. Follow the arrows or you will die. Stay on the path or you will die. If youâ€™re doubled twice, you will die. Do not touch the grass or you will die. Race or die.â€ Whether youâ€™re rich or poor, old or young, blind, strong, handicapped, courageous or a coward; the rules make no distinction. There can be only one winner !",87,Horror|Science Fiction|Action,Paul Hough Entertainment,4/10/13,33,5.1,2013,530730.91100382,0
11607,tt0097179,0.334867,0,8143225,DeepStar Six,Taurean Blacque|Nancy Everhard|Greg Evigan|Miguel Ferrer|Nia Peeples,,Sean S. Cunningham,,ocean|sea|deep sea|water monster|scuba diving,The crew of an experimental underwater nuclear base are forced to struggle for their lives when their explorations disturb a creature who threatens to destroy their base.,105,Action|Horror|Thriller|Science Fiction,TriStar Pictures|Carolco Pictures,1/13/89,16,5.2,1989,0,14323810.1302405
10998,tt0093010,0.865812999999999,14000000,320145693,Fatal Attraction,Michael Douglas|Glenn Close|Anne Archer|Ellen Hamilton Latzen|Jane Krakowski,,Adrian Lyne,A look that led to an evening. A mistake he'll regret...FOR THE REST OF HIS LIFE.,sexual obsession|wife husband relationship|deceived wive|marriage crisis|suspense,A married man's one night stand comes back to haunt him when that lover begins to stalk him and his family.,119,Horror|Drama|Romance|Thriller,Paramount Pictures,9/11/87,131,6.4,1987,26867126.1329051,614385336.766952
21597,tt0265171,0.286107,1500000,0,Elvira's Haunted Hills,Cassandra Peterson|Richard O'Brien|Mary Scheer|Scott Atkinson|Heather Hopper,http://www.elvira.com,Sam Irvin,,castle,"The setting is Carpathia. The year is 1851. When Elvira gets kicked out of an Inn for a slight monetary discrepancy, she is rescued by a local who takes her to stay at the castle in the hills high above the village. The fact that she happens to resemble the count's former ""missing"" wife opens a can of worms or two.",90,Comedy|Horror,Media Pro Pictures,6/22/01,10,5.6,2001,1847232.17504076,0
17606,tt0974613,0.593722,15000000,1143856,The Other Man,Romola Garai|Antonio Banderas|Laura Linney|Liam Neeson|Abigail Canton,,Richard Eyre,What If everything you believed was a lie?,woman between two men|betrayal,"The story of a husband who suspects his wife of adultery, and sets out to track down the other man in her life.",90,Drama|Thriller|Mystery|Romance,Rainmark Films,12/25/08,25,5.1,2008,15191799.5071375,1158482.06780241
242,tt0099674,1.761161,54000000,136766062,The Godfather: Part III,Al Pacino|Diane Keaton|Andy GarcÃ­a|Talia Shire|Sofia Coppola,http://www.imdb.com/title/tt0099674/,Francis Ford Coppola,All the power on earth can't change destiny.,italy|christianity|new york|assassination|italo-american,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",162,Drama|Action|Thriller|Crime,Paramount Pictures,12/24/90,880,6.9,1990,90120521.1769873,228248681.236373
145316,tt2100093,0.493696,0,0,Air Mater,Larry the Cable Guy|Stacy Keach|Keith Ferguson|Jonathan Adams|Jan Rabson,http://www.pixar.com/short_films/Cars-Toons/Air-Mater,Rob Gibbs,,flying|pixar animated short|animation|car|talking car,Mater's decision to fly lands him accidentally at a big airshow.,6,Animation|Family,Pixar Animation Studios,8/4/11,21,5.8,2011,0,0
10858,tt0113987,0.604331,44000000,13681765,Nixon,Anthony Hopkins|Joan Allen|Powers Boothe|Ed Harris|Bob Hoskins,,Oliver Stone,,u.s. president|president elections|watergate scandal|biography|government,"An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying both the fate of the world on his shoulders while battling the self-destructive demands within. From his victorious presidential election to the shocking Watergate scandal that would seal his doom.",192,History|Drama,Hollywood Pictures|Cinergi Pictures Entertainment,12/22/95,30,6.3,1995,62962542.1527065,19578152.3985437
89857,tt1692084,0.209121,0,0,High Road,Kathryn Burns|Lizzy Caplan|Michael Coleman|Andrew Daly|Rich Fulcher,http://highroadmovie.com/,Matt Walsh,The road less traveled is filled with pot holes.,,"Directed by Matt Walsh, a co-founding member of world-renowned comedy troupe Upright Citizens Brigade, High Road showcases a totally improvised script about Glenn â€œFitzâ€ Fitzgerald (James Pumphrey), a young man whose loyalties are split among his band, his girlfriend Monica(Abby Elliottt) and selling drugs. After his band breaks up, Fitz finds himself dealing drugs out of his garage and bonding with 16-year-old neighborhood kid Jimmy (Dylan Oâ€™Brien). As his former band mates (Zach Woods, Matt L. Jones, Lizzy Caplan) begin finding success and one of his drug deals goes awry, Fitz hits the road with Jimmy. Amid car chases, guns, broken bones, sassy cabbies and a suspicious doctor (Horatio Sanz), Fitz has to navigate their way to safe harbor--and he doesnâ€™t even know about the surprise Monica has in store for him back home!",87,Comedy,,3/6/12,11,6,2012,0,0
10521,tt0901476,1.074072,30000000,114663461,Bride Wars,Anne Hathaway|Kate Hudson|Bryan Greenberg|Chris Pratt|Steve Howey,http://www.bridewars.com,Gary Winick,May the best bride win,bride|friendship|engagement|rivalry|wedding,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,89,Comedy,Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|Dune Entertainment III|New Regency Pictures,1/9/09,501,5.8,2009,30492013.0237486,116543991.538669
92208,tt0250593,0.038045,0,0,Mom's Got a Date With a Vampire,Matt O'Leary|Laura Vandervoort|Myles Jeffrey|Caroline Rhea|Charles Shaughnessy,,Steve Boyum,,,"The Hansen kids are in a jam. Adam and his best friend Duffy have gotten their hands on some tickets for the Headless Horseman concert, and his sister Chelsea has a date with her dreamy boyfriend Peter. The only problem is they're both grounded. Chelsea and Adam will do whatever it takes to get their mom Lynette out of the house, even if it includes a chance meeting with a very mysterious man. Everything seems to go according to plan until their little brother Taylor realizes that this stranger might be a vampire.",85,,Walt Disney Pictures,10/13/00,16,5.4,2000,0,0
12707,tt0076504,0.228797,6000000,14717854,Orca: The Killer Whale,Richard Harris|Charlotte Rampling|Will Sampson|Bo Derek|Keenan Wynn,,Michael Anderson,Terror just beneath the surface.,ship|whale|marine biologist|newfoundland|killer whale,"After witnessing the killing of his mate and offspring at Captain Nolan's hands, a vengeful killer whale goes on a rampage in the fisherman's Newfoundland harbor. Under pressure from the villagers, Nolan, Rachel and Umilak sail after the great beast, who will meet them on its own turf.",92,Drama|Adventure|Horror,Dino de Laurentiis Cinematografica,7/22/77,25,5,1977,21586686.1954221,52951615.9613396
9396,tt0092493,0.83832,0,239606210,Crocodile Dundee II,Paul Hogan|Linda Kozlowski|John Meillon|Ernie Dingo|Charles S. Dutton,,John Cornell,The world's favourite adventurer is back for more! much more!,new york|crocodile|australia|large knife|aftercreditsstinger,Australian outback expert protects his New York love from gangsters who've followed her down under.,110,Adventure|Comedy,Paramount Pictures,5/19/88,159,5.5,1988,0,441807739.695691
21724,tt1153706,0.394271,0,0,Dance Flick,Shoshana Bush|Damon Wayans Jr.|Essence Atkins|Chris Elliott|David Alan Grier,,Damien Dante Wayans,,rap|hip-hop,"Street dancer, Thomas Uncles is from the wrong side of the tracks, but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles.",83,Action|Comedy|Music,Paramount Pictures|MTV Films|Wayans Bros. Entertainment,5/22/09,40,4.8,2009,0,0
333873,tt4426954,0.197788,0,0,Keepers of the Covenant: Making Exodus: Gods and Kings,Ridley Scott|Christian Bale|Joel Edgerton|Peter Chiang|Alberto Iglesias,,Charles de Lauzirika,He defied an empire and changed the world.,behind the scenes|making of,"An in-depth documentary on the making of Ridley Scott's ""Exodus: Gods and Kings,"" featuring interviews with the cast and crew. Featured in the Deluxe Edition Blu-ray set.",153,Documentary,20th Century Fox|Lauzirika Motion Picture Company,3/17/15,14,5.5,2015,0,0
6933,tt0479968,0.475129,20000000,0,One Missed Call,Shannyn Sossamon|Edward Burns|Ana Claudia TalancÃ³n|Ray Wise|Azura Skye,http://onemissedcallmovie.warnerbros.com/,Eric Valette,What will it sound like when you die?,candy|loss of sister|mobile phone|answering machine|dying and death,"Several people start receiving voice-mails from their future selves -- messages which include the date, time, and some of the details of their deaths.",87,Horror|Mystery|Thriller,Warner Bros. Pictures|Intermedia Films|Alcon Entertainment|Kadokawa Pictures|Equity Pictures Medienfonds GmbH & Co. KG IV,1/4/08,103,4.8,2008,20255732.6761833,0
103328,tt2076220,0.41248,0,641100,Holy Motors,Eva Mendes|Kylie Minogue|Michel Piccoli|Edith Scob|Denis Lavant,,Leos Carax,"From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar.",limousine|multiple identities|wig|penis|talking car,"We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man.",115,Drama|Fantasy,Pandora Filmproduktion|Canal+,7/2/12,133,6.7,2012,0,608881.058774924
330544,tt3704352,0.322653,0,0,Bessie,Queen Latifah|Mo'Nique|Mike Epps|Tika Sumpter|Michael Kenneth Williams,,Dee Rees,Survival began with a song.,blues music|woman director,"The story of legendary blues performer, Bessie Smith, who rose to fame during the 1920s and '30s.",107,Drama|Music|TV Movie,The Zanuck Company|Flavor Unit Entertainment|HBO Films,5/16/15,21,5.9,2015,0,0
13014,tt0455507,0.042267,0,0,The God Who Wasn't There,Richard Dawkins|Sam Harris|Robert M. Price|Richard Carrier,http://www.thegodmovie.com,Brian Flemming,,last judgment|jesus christ|religion and supernatural|heaven|hell,"Did Jesus exist? This film starts with that question, then goes on to examine Christianity as a whole.",62,Documentary|Drama,,5/21/05,14,5.9,2005,0,0
17600,tt0111252,0.26945,200000,0,Spanking the Monkey,Jeremy Davies|Benjamin Hendrickson|Alberta Watson|Carla Gallo|Matthew Puckett,,David O. Russell,A gripping comedy about letting go.,adultery|nudity|independent film|student|incest,"Bright young student Raymond Aibelli is forced to sidetrack an important medical internship because his mother, Susan, is recovering from a broken leg. When he isn't tasked with the most mundane aspects of Susan's recuperation, Raymond finds distraction in a neighborhood girl, Toni Peck. But, as Susan begins relying on her son for both physical and emotional needs, Raymond starts developing disturbing and unwanted new yearnings.",106,Comedy|Drama,Fine Line Features|Swelter Films|Buckeye Films,1/15/94,10,4.5,1994,294222.312319632,0
1541,tt0103074,0.915804,16000000,45361000,Thelma & Louise,Susan Sarandon|Geena Davis|Harvey Keitel|Brad Pitt|Michael Madsen,,Ridley Scott,Somebody said get a life... so they did.,usa|southern u.s.|waitress|self-defense|highway,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",130,Drama|Thriller|Crime|Adventure,Metro-Goldwyn-Mayer (MGM),5/24/91,375,7,1991,25617485.470883,72627172.4027952
3980,tt0090887,0.516685,2000000,13167232,Critters,Dee Wallace|M. Emmet Walsh|Billy Green Bush|Scott Grimes|Nadine Van der Velde,,Stephen Herek,"They eat so fast, you don't have time to scream.",bounty hunter|small town|kansas|alien|brother sisterÂ ,A massive ball of furry creatures from another world eat their way through a small mid-western town followed by intergalactic bounty hunters opposed only by militant townspeople.,82,Comedy|Horror|Science Fiction,New Line Cinema|Smart Egg Pictures|Sho Films,4/11/86,112,5.7,1986,3978812.82172431,26194975.7541093
81694,tt1615075,0.135523,97,0,Suing The Devil,Malcolm McDowell|Shannen Fields|Corbin Bernsen|Tom Sizemore|Bart Bronson,,Timothy A. Chey,Let the spiritual battle begin....,,"Luke O'Brien, a washed-up salesman turned night law student, decides to sue Satan for $8 trillion dollars. On the last day before Luke files a default judgment, Satan appears to defend himself. On Satan's legal team are 10 of the country's best trial lawyers. The entire world watches on Legal TV to see who will win the Trial of the Century",104,Comedy|Drama|Thriller,Mouthwatering Productions,8/26/11,10,4.1,2011,94.0316101313728,0
12193,tt0369436,0.943042,80000000,163733697,Four Christmases,Reese Witherspoon|Vince Vaughn|Robert Duvall|Mary Steenburgen|Dwight Yoakam,,Seth Gordon,"His father, her mother, his mother and her father all in one day.",holiday|baby|vomit|elvis|xbox 360,"Brad and Kate have made something of an art form out of avoiding their families during the holidays, but this year their foolproof plan is about go bust -- big time. Stuck at the city airport after all departing flights are canceled, the couple is embarrassed to see their ruse exposed to the world by an overzealous television reporter. Now, Brad and Kate are left with precious little choice other than to swallow their pride and suffer the rounds.",88,Comedy|Romance|Drama,New Line Cinema|Spyglass Entertainment|Type A Films|Ott Medien|Wild West Picture Show Productions,11/26/08,221,5.3,2008,81022930.7047334,165827299.82576
10694,tt0109402,0.528782,26000000,8009329,The Chase,Charlie Sheen|Kristy Swanson|Henry Rollins|Rocky Carroll|Ray Wise,,Adam Rifkin,Getting there is twice the fun.,mexico|sex|shotgun|gun|hostage,"Jack Hammond is sentenced to life in prison, but manages to escape. To get away from the police he takes a girl as hostage and drives off in her car. The girl happens to be the only daughter of one of the richest men in the state. In a while the car chase is being broadcast live on every TV-channel.",89,Comedy|Thriller|Action|Crime,Twentieth Century Fox Film Corporation|Capitol Films|Hercules Films,3/4/94,38,5.8,1994,38248900.6015522,11782616.4925434
1268,tt0453451,1.31484,25000000,229736344,Mr. Bean's Holiday,Rowan Atkinson|Max Baldry|Emma de Caunes|Willem Dafoe|Karel Roden,,Steve Bendelack,Disaster has a passport.,holiday|france|film director|chaos|clumsy fellow,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",90,Family|Comedy,Tiger Aspect Productions|Working Title Films,3/22/07,368,6.1,2007,26291714.5657886,241606495.273433
1367,tt0079817,1.049233,7000000,200182160,Rocky II,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers|Burgess Meredith,,Sylvester Stallone,Once he fought for a dream. Now he's fighting for love!,transporter|coma|wife husband relationship|intensive care|hero,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",119,Drama,United Artists,6/15/79,504,6.8,1979,21031878.0175111,601458110.057414
258805,tt2091325,0.481391,0,0,Bad Johnson,Cam Gigandet|Katherine Cunningham|Jamie Chung|Nick Thune|Holly Houk,https://www.facebook.com/pages/Bad-Johnson/612081452202527,Huck Botko,Say hello to his little friend!,male nudity|womanizer|bare chested male|gym|penis,"Women are practically throwing themselves at Rich and he canâ€™t seem to control himself. But he continually blames his penis, which seems to have a mind of its own. After ruining yet another promising relationship with Jamie, Rich has finally had enough and wishes his penis would just leave him alone. The next morning, Rich wakes up to find his wish has come true and his johnson is no longer on his body. Even worse, Rich is shocked to discover that his penis has taken human form...",88,Fantasy|Comedy,2DS Productions|Roman Empire,5/2/14,32,4.6,2014,0,0
310133,tt3813310,0.77107,0,134552,Cop Car,Kevin Bacon|James Freedson-Jackson|Hays Wellford|Shea Whigham|Camryn Manheim,,Jon Watts,Their first drive could be their last.,sheriff|colorado|murder|suspense|shootout,Two kids find themselves in the centre of a deadly game of cat and mouse after taking a sheriff's cruiser for a joy ride.,86,Thriller,Park Pictures|Audax Films|Dark Arts Film|End Cue,8/7/15,174,5.5,2015,0,123787.785533374
46175,tt0067690,0.005235,0,0,Les lÃ¨vres rouges,Delphine Seyrig|John Karlen|Danielle Ouimet|Andrea Rau|Paul Esser,,Harry KÃ¼mel,These are the Daughters of Darknessâ€¦ They are waiting for you - They thrive on BLOOD,vampire,"A newlywed couple are passing through a vacation resort. Their paths cross with a mysterious, strikingly beautiful countess and her aide.",100,Horror|Thriller,Roxy Film|CinÃ© Vog Films|Showking Films|Maya Films,5/28/71,12,5.3,1971,0,0
11545,tt0128445,0.870429,0,0,Rushmore,Jason Schwartzman|Bill Murray|Olivia Williams|Seymour Cassel|Brian Cox,,Wes Anderson,Love. Expulsion. Revolution.,private school|lone wolf|theatre play|theatre group|theatre director,"Max Fischer, a precocious and eccentric 15 year-old, who is both Rushmore's most extracurricular and least scholarly student; Herman Blume, a disillusioned industrialist who comes to admire Max; and Rosemary Cross, a widowed first grade teacher who becomes the object of both Max's and Herman's affection.",93,Comedy|Drama,Touchstone Pictures,9/17/98,357,7.5,1998,0,0
