id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
20070322	7485,tt0822854,2.082325,61000000,95696996,Shooter,Mark Wahlberg|Michael PeÃ±a|Danny Glover|Kate Mara|Elias Koteas,http://www.shootermovie.com/,Antoine Fuqua,Yesterday was about honor. Today is about justice.,corruption|sniper|senator|conspiracy of murder|childlessness,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.",124,Action|Drama|Mystery|Thriller|Crime,Paramount Pictures|Di Bonaventura Pictures|Grosvenor Park Impact Productions,3/22/07,937,6.9,2007,64151783.5405243,100641524.145416
20070307	1271,tt0416449,2.191408,65000000,422610419,300,Gerard Butler|Lena Headey|Dominic West|David Wenham|Vincent Regan,http://300themovie.warnerbros.com,Zack Snyder,"Spartans, prepare for glory!",evisceration|javelin|shield|army|fall from height,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",117,Action|Adventure|War,Virtual Studios|Legendary Pictures|Hollywood Gang Productions|Atmosphere Entertainment MM|Warner Bros.,3/7/07,3428,7,2007,68358457.8710504,444446100.355053
20070301	29362,tt0446752,0.114853,0,0,Full of It,Ryan Pinkston|Kate Mara|Craig Kilborn|Teri Polo,,Christian Charles,,teenager,A young kid (Pinkston) is forced to live out the lies he told to become popular.,91,Comedy|Family|Drama,New Line Cinema,3/1/07,15,5,2007,0,0
20070222	13059,tt0780607,0.245902,50000,249905,The Signal,Anessa Ramsey|Justin Welborn|AJ Bowen|Scott Poythress|Sahr Ngaujah,,David Bruckner|Dan Bush|Jacob Gentry,This is not a test.,,"A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television.",103,Horror|Action|Thriller|Science Fiction,,2/22/07,28,5.9,2007,52583.4291315773,262817.237142536
20070216	2239,tt0466816,0.262103,8000000,60641,Hallam Foe,Jamie Bell|Sophia Myles|CiarÃ¡n Hinds|Claire Forlani|Jamie Sives,http://www.thefilmfactory.co.uk/hallamfoe/,David Mackenzie,,sexuality|new love|eroticism|night life|dying and death,"Hallam's talent for spying on people reveals his darkest fears-and his most peculiar desires. Driven to expose the true cause of his mother's death, he instead finds himself searching the rooftops of the city for love.",95,Drama|Comedy|Thriller,,2/16/07,25,6.7,2007,8413348.66105236,63774.2345193595
20070122	9867,tt0479289,0.109305,0,0,The Go-Getter,Lou Taylor Pucci|Zooey Deschanel|Jena Malone|Giuseppe Andrews|Kathleen M. Darcy,,Martin Hynes,Life doesn't come with a roadmap.,brother brother relationship|car thief|loss of mother|mobile phone|oregon,"When his mother dies, a teenager takes a road-trip in a stolen car to find his long-lost brother. Along the way he discovers a profound connection with the car-owner and with himself as well.",93,Comedy,Et Cetera Films|Two Roads Entertainment|Fillmore,1/22/07,10,6.3,2007,0,0
20070122	14882,tt0415856,0.132769,0,0,Hounddog,Dakota Fanning|Oliver Clayton-Luce|Isabelle Fuhrman|Cody Hanford|Piper Laurie,,Deborah Kampmeier,,independent film|woman director,"A drama set in the American South, where a precocious, troubled girl finds a safe haven in the music and movement of Elvis Presley.",102,Drama|Family,"Motion Picture Group, The",1/22/07,11,6.2,2007,0,0
20070121	12994,tt0810988,0.572136,0,0,The Nines,Ryan Reynolds|Melissa McCarthy|Hope Davis|Elle Fanning|David Denman,http://www.lookforthenines.com/,John August,Y9u never kn9w when y9ur number is up.,new york|prostitute|sex|based on novel|dream,"A troubled actor, a television show runner, and an acclaimed videogame designer find their lives intertwining in mysterious and unsettling ways.",100,Drama|Fantasy|Mystery|Science Fiction|Thriller,Destination Films|Jinks/Cohen Company,1/21/07,69,5.9,2007,0,0
20070119	8398,tt0455960,0.827695,10000000,25399945,The Hitcher,Sean Bean|Sophia Bush|Zachary Knighton|Neal McDonough|Kyle Davis,,Dave Meyers,Never pick up strangers.,hitchhiker|series of murders|road movie,"While driving through the New Mexico Desert during a rainy night, the college students Jim Halsey and his girlfriend Grace Andrews give a ride to the hitchhiker John Ryder. While in their car, the stranger proves to be a psychopath threatening the young couple with a knife, but Jim succeeds to throw him out of the car on the road. On the next morning, the young couple sees John in another car.",84,Action|Horror|Crime,Intrepid Pictures|Focus Films|Platinum Dunes,1/19/07,124,5.4,2007,10516685.8263154,26712324.1570692
20070119	14284,tt0925248,0.316739,2000000,0,In the Shadow of the Moon,Buzz Aldrin|Michael Collins|Alan Bean|Eugene Cernan|Charles Duke,,David Sington,,nasa|space mission|rocket|moon landing|space,"IN THE SHADOW OF THE MOON combines archival material from the original NASA film footage, much of it never before seen, with interviews with the surviving astronauts, including Jim Lovell, Dave Scott, John Young, Gene Cernan, Mike Collins, Buzz Aldrin, Alan Bean, Edgar Mitchell, Charlie Duke and Harrison Schmitt. The astronauts emerge as eloquent, witty, emotional and very human.",109,Documentary,Film4|Passion Pictures|Discovery Films,1/19/07,13,6.2,2007,2103337.16526309,0
20070112	24447,tt0927619,0.211212,0,0,Louis C.K.: Shameless,Louis C.K.,http://www.hbo.com/schedule/detail/Louis+C.K.%3A+Shameless/428293/635972,Steven J. Santos,,stand-up|live comedy|stand up comedy,"Louis C.K. is back on HBO in an ALL-NEW hour of raw no-holds-barred stand-up comedy! The creator and star of the 2006 comedy series Lucky Louie, performs in front of a live audience in LA at the Henry Fonda Theater. Louis C.K. covers issues near and dear to his heart like marriage, lying to your spouse, having kids and losing your privacy, and obligatory sex among husbands and wives.",57,Comedy,Cicrus King Productions|Another Mulligan Entertainment,1/12/07,26,7.3,2007,0,0
20070101	27298,tt0807758,0.063177,441892,1030375,Partner,Salman Khan|Govinda|Lara Dutta|Katrina Kaif|Rajpal Yadav,http://www.erosentertainment.com/partner/,David Dhawan,Do Wanna Partner?,romantic comedy|comedy,"The only male child in the family that sired six daughters, Prem has empathy towards the fair sex and decides to assist males to woo women so much so that he becomes popular as the 'Love Guru'. Amongst the men he assists are Bhaskar Chaudhry and Neil Bakshi. Klutz-like Bhaskar has fallen head over heels with his boss, a model and heiress, Priya Jaisingh. A disbelieving Prem refuses to assist him, but subsequently relents. Bhaskar uses his own charm to woo Priya successfully, and is introduced to her dad, Raj. Prem himself falls in love with a widowed single mother, Naina Shahani, a Journalist. Both men are satisfied with her respective lives not knowing that a scandalous secret will surface in the media - changing their lives forever.",155,Comedy|Foreign|Romance,,1/1/07,10,6.2,2007,464723.933316219,1083613.01582897
20070101	20069,tt0847745,0.408886,0,0,Manuale d'amore 2 (Capitoli successivi),Monica Bellucci|Riccardo Scamarcio|Carlo Verdone|Fabio Volo|Sergio Rubini,,Giovanni Veronesi,,date|love|couple|multiple storylines,"Four episodes. Nicola, paralyzed after a car crash, falls in love for his physiotherapist Lucia. Franco and Manuela, a young couple unfit to have child, fly to Barcelona for a specialized treatment for fertility. Filippo and Fosco, two gays, decide to marry. Ernesto, waiter in an important restaurant has a liaison with Cecilia the new young Spanish help in cuisine.",120,Comedy|Drama,,1/1/07,26,4.6,2007,0,0
20061207	1579,tt0472043,1.21726,40000000,120175290,Apocalypto,Rudy Youngblood|Dalia HernÃ¡ndez|Jonathan Brewer|Morris Birdyellowhead|Raoul Max Trujillo,,Mel Gibson,"When the end comes, not everyone is ready to go",loss of family|solar eclipse|slavery|jaguar|village,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",139,Thriller|Action|Adventure|Drama,Icon Productions|Icon Entertainment International|Touchstone Pictures,12/7/06,667,7.1,2006,43266766.3316629,129989904.781745
20061206	43617,tt0498116,0.155311999999999,0,0,Madame Irma,Didier Bourdon|Pascal LÃ©gitimus|Arly Jover|Catherine Mouchet|Julie Ferrier,,Didier Bourdon,,,"Francis, who is in his forties, manages the French subsidiary of an American high-tech company. But the shareholders suddenly decide to close it. Depressed by the idea of being unemployed and the prospect of losing his second wife, Francis decides to consult a fortune-teller. The experience is a real eye-opener for him and the start of a new career: He pretends to be a fortune teller himself and turns into Madame Irma. How to explain that to his wife Clotilde?",90,Comedy,,12/6/06,17,5.7,2006,0,0
20061201	14823,tt0490166,0.224856,0,0,London to Brighton,Georgia Groome|Johnny Harris|Sam Spruell|Lorraine Stanley|Alexander Morton,,Paul Andrew Williams,,suspense,"It's 3:07am and two girls burst into a run down London toilet. Joanne is crying her eyes out and her clothing is ripped. Kelly's face is bruised and starting to swell. Duncan Allen lies in his bathroom bleeding to death. Duncan's son, Stuart, has found his father and wants answers. Derek, Kelly's pimp, needs to find Kelly or it will be him who pays.",85,Action|Crime|Drama|Foreign|Thriller,Steel Mill Pictures|LTB Films Limited|Wellington Films,12/1/06,12,6,2006,0,0
20061122	2179,tt0365830,0.877190999999999,22000000,13405595,Tenacious D in The Pick of Destiny,Jack Black|Kyle Gass|Ronnie James Dio|Tim Robbins|Meat Loaf,http://www.tenaciousdmovie.com/,Liam Lynch,An epic quest. A magical guitar pick. A chance to put the D in Destiny.,guitar|rock star|rock|music competition,"In Venice Beach, naive Midwesterner JB bonds with local slacker KG and they form the rock band Tenacious D. Setting out to become the world's greatest band is no easy feat, so they set out to steal what could be the answer to their prayers... a magical guitar pick housed in a rock-and-roll museum some 300 miles away.",93,Comedy|Music,Red Hour Films,11/22/06,206,6.2,2006,23796721.4824146,14500418.6600477
20061027	1666,tt0799954,0.080478,0,0,The Bridge,Eric Geleynse|Susan Ginwalla|Caroline Pressley|Gene Sprague|Elizabeth 'Lisa' Smith,,Eric Steel,,suicide|san francisco|suicide attempt|dying and death|jumping,"The Bridge is the controversial documentary that shows people jumping to their death from the Golden Gate Bridge in San Francisco. Director Eric Steel staked out for a year under the infamous bridge filming 23 suicides. The footage was then compiled along with interviews from family, friends, witnesses, and survivors to create this disturbing yet very intriguing documentary.",93,Documentary,,10/27/06,33,6.9,2006,0,0
20061020	14624,tt0482629,0.374486,0,0,The Ultimate Gift,James Garner|Drew Fuller|Abigail Breslin|Ali Hillis|Bill Cobbs,,Michael O. Sajbel,,grandfather grandson relationship|independent film|wealth|inheritance fight,"When his wealthy grandfather finally dies, Jason Stevens fully expects to benefit when it comes to the reading of the will. But instead of a sizable inheritance, Jason receives a test, a series of tasks he must complete before he can get any money.",114,Romance|Drama|Family,The Ultimate Gift LLC|Dean River Productions,10/20/06,43,6.8,2006,0,0
20061020	13668,tt0395495,0.405681,25000000,16158487,Catch and Release,Jennifer Garner|Timothy Olyphant|Kevin Smith|Sam Jaeger|Juliette Lewis,http://www.sonypictures.com/movies/catchandrelease/,Susannah Grant,Life is messy. Love is messier,independent film|woman director,"Gray Wheeler just lost everything. But it could be the best thing that ever happened to her. After the death of her fiancÃ©, Gray moves in with her late love's best friends. While Sam and Dennis do their best to cheer Gray up, Fritz doesn't seem to care. Once Gray breaks through Fritz's defenses, however, she finally sees why her fiancÃ© thought so highly of him. As they spend more time together, Gray learns that her chances for love have not died out with her fiancÃ©. But when some surprise guests show up on their doorstep, it'll take the love of all of her new friends to help Gray learn that life may be messy, but love is messier.",111,Comedy|Drama|Romance,Columbia Pictures Corporation|Relativity Media,10/20/06,58,6,2006,27041728.9572893,17478137.0325553
20061019	1124,tt0482571,2.582095,40000000,109676311,The Prestige,Hugh Jackman|Christian Bale|Michael Caine|Scarlett Johansson|Andy Serkis,http://wwws.warnerbros.de/theprestige/,Christopher Nolan,Are You Watching Closely?,competition|secret|obsession|magic|dying and death,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",130,Drama|Mystery|Thriller,Touchstone Pictures|Syncopy,10/19/06,2519,7.8,2006,43266766.3316629,118633483.003894
20061010	9817,tt0486656,0.715437,0,0,Save the Last Dance 2,Izabella Miko|Columbus Short|Jacqueline Bisset|Maria Brooks|Aubrey Dollar,,David Petrarca,The best move... is following your heart.,hip-hop|musical|high school|ballet,"Sara joins Julliard in New York to fulfill her and her mother's dream of becoming the Prima ballerina of the school. She befriends her roommates, Zoe and Miles, who teach hip-hop classes. She has ballet classes with the rigid and famous Monique Delacroix that she idolizes - Monique requires full commitment, discipline and hard work from her students. When Miles, who is a composer, invites Sara to help him compose the music for the dance choreography Sara's passion for hip-hop is sparked and she also falls in love with Miles. When she is assigned to perform Giselle in an important event, she feels divided between the technique of the ballet and the creative work offered by Miles.",90,Drama|Family|Romance,,10/10/06,46,5.3,2006,0,0
20061009	10886,tt0494271,0.310063,8000000,0,La Sconosciuta,Kseniya Rappoport|Michele Placido|Piera Degli Esposti|Claudia Gerini|Margherita Buy,http://www.dieunbekannte.senator.de/,Giuseppe Tornatore,,italy|prostitute|cleaning lady|suppressed past|ukrainian,"Giuseppe Tornatore's suspenseful thriller ""The Unknown Woman"" won five David di Donatello's for Best Film, Best Director, Best Actress, Best Music, and Best Cinematography. Irena, a Ukrainian woman coming to Italy looking for a job as a maid. She does everything she to become a beloved nanny for an adorable little girl Thea. However, that is just the very beginning of her unknown journey.",118,Drama|Mystery,Manigolda Film|Medusa Film,10/9/06,21,7.5,2006,8653353.26633258,0
20061006	9958,tt0425601,0.096955,5000000,3833507,Trailer Park Boys: The Movie,John Paul Tremblay|Robb Wells|Mike Smith|Patrick Roach|Lucy Decoutere,,Mike Clattenburg,You'll never guess who just got out of jail...,trailer park|canada|van,"Set in a separate storyline not related to the ""Trailer Park Boys"" Television show, but with the same lovable characters. The boys get arrested for robbing an ATM machine and spend 18 months in jail. When the get out, they decide to pull off ""The Big Dirty"" which is to steal a large amount of coins because they are untraceable and quit their life of crime forever",95,Action|Comedy,Alliance Films,10/6/06,17,6.3,2006,5408345.79145786,4146586.28999485
20060925	6948,tt0380066,0.200709,0,0,The Woods,Agnes Bruckner|Patricia Clarkson|Rachel Nichols|Lauren Birkell|Emma Campbell,,Lucky McKee,Every high school has its secrets...,monster|disappearance|forest,"Set in 1965 New England, a troubled girl encounters mysterious happenings in the woods surrounding an isolated girls school that she was sent to by her estranged parents.",91,Mystery|Horror|Thriller,United Artists|Furst Films|SLS Video Productions|Cinerenta Feature Films|Cinegreen,9/25/06,20,5.3,2006,0,0
20060923	14518,tt0863136,0.194447,2300000,0,Peter & the Wolf,,http://www.peterandthewolffilm.co.uk/,Suzie Templeton,Boys like Peter are not afraid of wolves...,,"An animated retelling set to Prokofiev's suite. Peter is a slight lad, solitary, locked out of the woods by his protective grandfather",32,Animation|Family|Music,Se-ma-for Studios|Storm Studio|Archangel|TV UNAM|Polish Film Institute,9/23/06,11,6.7,2006,2487839.06407061,0
20060916	15163,tt0454776,1.01535,0,0,Amazing Grace,Ioan Gruffudd|Romola Garai|Albert Finney|Benedict Cumberbatch|Michael Gambon,http://www.amazinggracemovie.com/,Michael Apted,Behind the song you love is a story you will never forget.,,"From the makers of ""Ray"" and acclaimed director Michael Apted, comes the inspiring story of how one man's passion and perseverance changed the world. Based on the true story of William Wilberforce, ""Amazing Grace"" follows his courageous quest to end the British slave trade. Along the way, Wilberforce meets intense opposition, but his minister, John Newton, urges him to see the cause through.",117,Drama,Ingenious Film Partners|Roadside Attractions|Bristol Bay Productions,9/16/06,54,6.7,2006,0,0
20060904	15501,tt0867149,0.067896,0,0,Dane Cook: Vicious Circle,Dane Cook,,Marty Callner|Dane Cook,,stand-up,"Vicious Circle captures the hottest comic in America in his first HBO comedy event, a unique ""in the round"" performance before his hometown Boston fans.",132,Comedy,,9/4/06,11,7.1,2006,0,0
20060902	13771,tt0489327,0.076562,0,0,Venus,Peter O'Toole|Leslie Phillips|Beatrice Savoretti|Philip Fox|Lolita Chakrabarti,,Roger Michell,,beach|bar|wife husband relationship|grandfather granddaughter relationship,"Maurice is an aging veteran actor who becomes absolutely taken with Jessie - the grandniece of his closest friend. When Maurice tries to soften the petulant and provincial young girl with the benefit of his wisdom and London culture, their give-and-take surprises both Maurice and Jessie as they discover what they don't know about themselves.",95,Drama|Comedy|Romance,,9/2/06,16,6,2006,0,0
20060825	9988,tt0486551,0.941481,17500000,19179969,Beerfest,Erik Stolhanske|Jay Chandrasekhar|Steve Lemme|Paul Soter|M.C. Gainey,,Jay Chandrasekhar,Prepare for the ultimate chug of war.,germany|competition|prostitute|alcohol|beer,"During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year.",110,Comedy,Broken Lizard Industries,8/25/06,88,5.8,2006,18929210.2701025,20746380.9242884
20060818	9788,tt0384793,0.692543,23000000,38505009,Accepted,Justin Long|Jonah Hill|Blake Lively|Adam Herschman|Columbus Short,,Steve Pink,When every college turned them down. . . they made one up.,hot dog costume|electro shock|fake school|strait jacket|croquet,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.",93,Comedy,Universal Pictures|Shady Acres Entertainment,8/18/06,229,6.1,2006,24878390.6407061,41649680.6750394
20060815	9924,tt0462329,0.156931,0,0,The Hard Corps,Jean-Claude Van Damme|Razaaq Adoti|Vivica A. Fox|Peter James Bryant|Ron Bottitta,,Sheldon Lettich,,bodyguard|special car|business man|rapper,An Army veteran assembles a team of bodyguards to protect a former boxer. Complications arise when the boxer suspects his sister may be romantically involved with the bodyguard.,110,Action|Adventure|Romance|Thriller,Castel Films|Clubdeal,8/15/06,21,4.7,2006,0,0
20060624	3602,tt0469111,0.520258,0,0,I'll Always Know What You Did Last Summer,Brooke Nevin|David Paetkau|K.C. Clyde|Seth Packard|Torrey DeVitto,,Sylvain White,What he knows might kill youâ€¦,colorado|fireworks|baseball bat|chainsaw|cell phone,"Several teenagers in a small-town in Colorado concoct a July 4th prank based on a frightening legend that goes awry when their friend ends up accidentally killed; however, the teens agree to keep their involvement a secret from the authorities, who continue to search for the man who apparently killed their friend. A year later, with the July 4th celebration coming up again, the teenagers realize that they're being stalked by someone who clearly intends on keeping the horrible legend alive by killing them off.",92,Horror,Screen Gems,6/24/06,43,3.8,2006,0,0
20060623	21316,tt0486761,0.751428,0,0,Leroy & Stitch,Tia Carrere|Daveigh Chase|Zoe Caldwell|Kevin McDonald,,Tony Craig|Roberts Gannaway,,spaceship|alien|cloning,"Lilo, Stitch, Jumba and Pleakley have finally caught all of Jumba's genetic experiments and found the one true place where each of them belongs. Stitch, Jumba and Pleakley are offered positions in the Galactic Alliance, turning them down so they can stay on Earth with Lilo. But Lilo realizes her alien friends have places where they belong, and it's finally time to say ""aloha.""",73,Animation|Comedy|Family,Walt Disney Television Animation,6/23/06,34,6.6,2006,0,0
20060621	51851,tt0759509,0.05682,0,0,Changement d'adresse,Fanny Valette|FrÃ©dÃ©rique Bel|Dany Brillant|Emmanuel Mouret,,Emmanuel Mouret,,,"In Paris, the emotional and professional tribulations of a musician and his roommate. FraÃ®chement installÃ© Ã  Paris, David, un musicien, timide et maladroit, tombe fou amoureux de sa jeune Ã©lÃ¨ve, Julia. Il tente tout pour la sÃ©duire. Sa colocataire, Anne, l'encourage, le conseille, et le console... passionnÃ©ment !",85,Comedy|Romance,Moby Dick Films,6/21/06,11,6,2006,0,0
20060620	19323,tt0800226,0.113479,0,0,Superman: Brainiac Attacks,Tim Daly|Dana Delany|Powers Boothe|Lance Henriksen|George Dzundza,,Curt Geda,Two enemies unite to destroy the Man Of Steel.,dc comics|superhero|animation|super powers|superhuman strength,"Embittered by Superman's heroic successes and soaring popularity, Lex Luthor forms a dangerous alliance with the powerful computer/villain Brainiac. Using advanced weaponry and a special strain of Kryptonite harvested from the far reaches of outer space, Luthor specifically redesigns Brainiac to defeat the Man of Steel.",75,Animation|Action|Family,DC Comics|Warner Bros. Animation,6/20/06,10,5.4,2006,0,0
20060505	16083,tt0432289,0.08424,8000000,382267,First Snow,Guy Pearce|Piper Perabo|Steven Michael Quezada|J.K. Simmons|Nicholas Ballas,,Mark Fergus,,psychic power|salesman,A psychic's ominous reading sends a man into a tailspin.,101,Drama|Thriller,Yari Film Group|Furst Films,5/5/06,15,6.6,2006,8653353.26633258,413486.424132644
20060411	14542,tt0806102,0.310895,0,0,Jeff Dunham: Arguing with Myself,Jeff Dunham,http://www.jeffdunham.com,Manny Rodriguez,,ventriloquist|stand-up,"Arguing With Myself, a recorded live performance of ventriloquist Jeff Dunham, portrays a comedian whose revival of an old-fashioned art has made ventriloquism more relevant to modern societal concerns. Starring his six main characters, from Bubba Jay, a Nascar-obsessed hick, to Peanut, a flamboyant gay monkey, Dunhamâ€™s puppets have dirty but relatively inoffensive senses of humor that mock the American Dream. His skills as a ventriloquist alone make him a fascinating entertainer, and anyone interested in how puppetry and ventriloquism has progressed over the decades would benefit from watching Dunham bring life to his wooden friends.",76,Comedy,Levity Productions,4/11/06,18,6.4,2006,0,0
20060407	319314,tt0757061,0.048669,0,0,Imprint,Billy Drago|Youki Kudoh|Miho Ninagawa|MichiÃ©|Magy,,Takashi Miike,,,"In the Nineteenth Century, in Japan, the American journalist Christopher is traveling through the country searching Komomo, the missing love of his life that he had abandoned years ago promising to come back to her later. He arrives in a shadowy island inhabited by whores and caftans, where he has an encounter with a deformed prostitute that tells that his beloved Komomo had passed away. He drinks sake with her and later he asks the woman to tell the story of her life. The prostitute discloses a dark and cruel story about her life and the sad fate of Komomo.",63,Horror,,4/7/06,14,7.1,2006,0,0
20060317	9655,tt0454945,1.470711,20000000,33889159,She's the Man,Amanda Bynes|Channing Tatum|Laura Ramsey|Vinnie Jones|David Cross,,Andy Fickman,"If you wanna chase your dream, sometimes you gotta break the rules.",roommate|twin sister|boarding school|twin brother|mistaken identity,"Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",105,Comedy|Drama|Family|Romance,DreamWorks SKG|Lakeshore Entertainment,3/17/06,395,6.3,2006,21633383.1658314,36656858.0907392
20060314	13285,tt0775425,0.523882,0,0,Barbie Fairytopia: Mermaidia,Kelly Sheridan|Lee Tockar|Christopher Gaze|Kathleen Barr|Chiara Zanni,,William Lau|Walter P. Martishius,,,"In this animated follow-up to Fairytopia, Elina (played by Barbie) enlists the help of a mermaid, Nori, to save her friend Nalu, a merman prince who has been captured by the wicked Laverna.",75,Animation|Family|Adventure|Fantasy,,3/14/06,46,6.3,2006,0,0
20060310	6877,tt0427229,1.223177,50000000,88715192,Failure to Launch,Matthew McConaughey|Sarah Jessica Parker|Zooey Deschanel|Justin Bartha|Bradley Cooper,,Tom Dey,"To leave the nest, some men just need a little push.",hotel mom|romantic comedy|lying|living with parents|pretend relationship,"Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.",97,Comedy,Paramount Pictures|Scott Rudin Productions|Failure to Launch Productions,3/10/06,242,5.6,2006,54083457.9145786,95960487.0583152
20060217	9036,tt0397313,1.51114,40000000,120455994,Eight Below,Paul Walker|Bruce Greenwood|Moon Bloodgood|Jason Biggs|Gerard Plunkett,,Frank Marshall,"The Most Amazing Story Of Survival, Friendship, And Adventure Ever Told.",expedition|pilot|survival|sled dogs|seal,"In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.",120,Adventure|Drama|Family,"Walt Disney Pictures|Spyglass Entertainment|Vertigo Entertainment|Kennedy/Marshall Company, The|Mandeville Films",2/17/06,328,6.6,2006,43266766.3316629,130293533.641154
20060201	13205,tt0447854,0.609691,0,0,Bambi II,Patrick Stewart|Alexander Gould|Brendon Baerg|Carolyn Hennesy|Nicky Jones,,Brian Pimental,A Son's Courage. A Father's Love.,relationship problems|bullying|deer|sequel|animal,"Picking up shortly after the original movie's end, Bambi follows his father, the Great Prince, into the forest after his mother's death and the Great Prince must teach the young fawn, and his friends Thumper, Flower and Owl, how a deer survives in the forest. But the Great Prince finds that his high-spirited son may have a lesson or two to teach him, as well.",72,Animation|Drama|Family,Walt Disney Pictures,2/1/06,109,5.9,2006,0,0
20060118	20683,tt1506448,0.139485,0,0,Peiru Kokun,Hiroka Oyama|Minako Kawashima|Nakao Michiosu|Yasuhiro Yoshiura,http://www.studio-rikka.com/page/pale/pale_top.htm,Yasuhiro Yoshiura,,post-apocalyptic|curiosity,"In the far future when the continuity of the history has been lost, humans live in an ever more deteriorating completely artificial and enclosed world. The sea and the sky have disappeared, and the only window to ""living"" scenery exists in the records from the past, excavated in the relic.The Bureau of Record Excavation is an organization responsible for this task. Ura works for the 92nd office of the bureau. He is absorbed by the restoration of various records and fascinated by world of the past. Riko keeps a little distance to watch him, but averts her eyes from the records, believing that sometimes people just want things to stay the same.Everyone in this world knows that to know the past means to know the misery of this world, the present reality. But one day, Ura restores a strange video...",23,Animation|Science Fiction,Directions Inc.,1/18/06,12,6.8,2006,0,0
20060104	9520,tt0430674,0.44964,0,0,The Thief Lord,Aaron Taylor-Johnson|Jasper Harris|Rollo Weeks|Alice Connor|George MacKay,,Richard Claus,,venice|detective|secret|island|children gang,"A tale about two young boys, Prosper and Bo, who flee to Venice after being orphaned and dumped in the care of a cruel auntie. Hiding in the canals and alleyways of the city, the boys are befriended by a gang of young urchins and their enigmatic leader, the Thief Lord. From their home base of an old cinema theater, the children steal from the rich to support themselves and soon capture the interest of a bumbling detective. However, a greater threat to the children is something from a forgotten past-- a beautiful magical treasure with the power to spin time itself",98,Adventure|Family|Foreign,,1/4/06,36,5.7,2006,0,0
20060103	37924,tt0479760,0.30746,0,0,Sweeney Todd,Ray Winstone|Essie Davis|David Warner|Tom Hardy|David Bradley,,David Moore,The Demon Barber of Fleet Street.,barber|tv movie,"A BBC adaptation of the Victorian ""penny dreadful"" tale of 18th century ""demon barber"" Sweeney Todd, of Fleet Street, who cuts the throats of unsuspecting clients in his London shop.",90,Drama|Horror|Thriller|Music,BBC,1/3/06,18,6.4,2006,0,0
20060101	43960,tt0492878,0.100404,0,0,Drake And Josh Go Hollywood,Drake Bell|Josh Peck|Miranda Cosgrove|Nancy Sullivan|Jonathan Goldstein,,Steve Hoefer,"They have to get free, foil the bad guys, and get to the TRL studio in time",,"Drake and Josh are left home alone while their mom and dad leave on a ten-day cruise. But they have to take Megan to the airport in order to be 'entirely' left alone. Megan has to go to Colorado to meet her. Drake gets her a ticket to go not to Colorado, but to Los Angeles. Drake and Josh try to stop the plane, but are stopped by security guards. Then, they buy tickets to go to LA. When they're on the plane, Drake sits next to some cute girls, while Josh sits next to some very annoying people. In the middle of the flight, Josh decides to go to a different seat. Josh sits next to a man that has a G-0. He doesn't notice that the G-0 contains codes to run the money machine that he saw on the news. The annoying lady walks up to the front near Josh while there is turbulence. The lady falls on Josh, mixing up the G-0's.",120,TV Movie|Family|Comedy|Adventure|Crime,Nickelodeon Movies|Schneiders Bakery,1/1/06,29,5.7,2006,0,0
